Conditions,Elevation,Humidity,Latitude,Location,Longitude,Pressure,Temperature,Time
Humid and Partly Cloudy,218.0439605712891,0.44,28.7040592,"Delhi,India",77.10249019999999,994.48,101.56,1498393800
Humid,218.0439605712891,0.45,28.7040592,"Delhi,India",77.10249019999999,1000.0,100.0,1498397400
Humid,218.0439605712891,0.47,28.7040592,"Delhi,India",77.10249019999999,1000.0,99.0,1498401000
Humid and Foggy,218.0439605712891,0.55,28.7040592,"Delhi,India",77.10249019999999,996.18,95.16,1498404600
Humid,218.0439605712891,0.56,28.7040592,"Delhi,India",77.10249019999999,1000.0,93.0,1498408200
Humid,218.0439605712891,0.6,28.7040592,"Delhi,India",77.10249019999999,1000.0,93.0,1498411800
Humid and Foggy,11.57689571380615,0.88,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,79.14,1483261200
Humid and Foggy,11.57689571380615,0.88,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,79.14,1483264800
Humid and Foggy,11.57689571380615,0.84,6.5243793,"Lagos,Nigeria",3.3792057,1010.71,79.0,1483268400
Humid and Foggy,11.57689571380615,0.88,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,79.14,1483272000
Humid and Foggy,11.57689571380615,0.93,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,77.14,1483275600
Humid and Foggy,11.57689571380615,0.94,6.5243793,"Lagos,Nigeria",3.3792057,1010.3,77.0,1483279200
Humid and Foggy,11.57689571380615,0.94,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,77.0,1483282800
Humid and Foggy,11.57689571380615,0.94,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,75.0,1483286400
Humid and Foggy,11.57689571380615,0.91,6.5243793,"Lagos,Nigeria",3.3792057,1010.9,74.93,1483290000
Humid and Foggy,11.57689571380615,0.94,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,75.0,1483293600
Humid and Foggy,11.57689571380615,0.94,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,78.86,1483297200
Humid and Foggy,11.57689571380615,0.84,6.5243793,"Lagos,Nigeria",3.3792057,1013.1,81.93,1483300800
Humid and Foggy,11.57689571380615,0.7,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,85.86,1483304400
Humid and Foggy,11.57689571380615,0.62,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,89.86,1483308000
Humid,11.57689571380615,0.88,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,81.07,1483830000
Humid,11.57689571380615,0.88,6.5243793,"Lagos,Nigeria",3.3792057,1011.81,80.98,1483833600
Humid,11.57689571380615,0.94,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,79.21,1483837200
Humid,11.57689571380615,0.94,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,79.21,1483840800
Humid,11.57689571380615,0.93,6.5243793,"Lagos,Nigeria",3.3792057,1010.66,79.15,1483844400
Humid,11.57689571380615,0.94,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,79.21,1483848000
Humid,11.57689571380615,0.94,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,77.28,1483851600
Humid and Foggy,11.57689571380615,0.93,6.5243793,"Lagos,Nigeria",3.3792057,1011.14,76.81,1483855200
Humid and Foggy,11.57689571380615,0.94,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,77.28,1483858800
Humid and Foggy,11.57689571380615,1.0,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,79.0,1483862400
Humid and Mostly Cloudy,11.57689571380615,0.93,6.5243793,"Lagos,Nigeria",3.3792057,1013.22,81.41,1483866000
Humid and Foggy,11.57689571380615,0.85,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,86.0,1483869600
Humid,11.57689571380615,0.67,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,89.86,1483873200
Humid and Mostly Cloudy,11.57689571380615,0.59,6.5243793,"Lagos,Nigeria",3.3792057,1011.27,92.6,1483876800
Humid,11.57689571380615,0.53,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,94.86,1483880400
Humid,11.57689571380615,0.51,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,96.52,1483884000
Humid and Mostly Cloudy,11.57689571380615,0.52,6.5243793,"Lagos,Nigeria",3.3792057,1008.35,94.62,1483887600
Humid,11.57689571380615,0.57,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,92.66,1483891200
Humid,11.57689571380615,0.71,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,87.86,1483894800
Humid,11.57689571380615,0.73,6.5243793,"Lagos,Nigeria",3.3792057,1009.71,86.27,1483898400
Humid,11.57689571380615,0.75,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,84.0,1483902000
Humid,11.57689571380615,0.79,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,82.14,1483905600
Humid,11.57689571380615,0.78,6.5243793,"Lagos,Nigeria",3.3792057,1011.33,82.25,1483909200
Humid,11.57689571380615,0.8,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,82.0,1483912800
Clear,11.57689571380615,0.74,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,76.86,1484434800
Clear,11.57689571380615,0.71,6.5243793,"Lagos,Nigeria",3.3792057,1008.16,75.15,1484438400
Clear,11.57689571380615,0.83,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,73.14,1484442000
Clear,11.57689571380615,0.86,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,72.21,1484445600
Clear,11.57689571380615,0.82,6.5243793,"Lagos,Nigeria",3.3792057,1007.31,72.15,1484449200
Clear,11.57689571380615,0.81,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,71.86,1484452800
Clear,11.57689571380615,0.86,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,70.21,1484456400
Clear,11.57689571380615,0.74,6.5243793,"Lagos,Nigeria",3.3792057,1008.46,71.64,1484460000
Foggy,11.57689571380615,0.84,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,70.32,1484463600
Foggy,11.57689571380615,0.81,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,73.41,1484467200
Foggy,11.57689571380615,0.61,6.5243793,"Lagos,Nigeria",3.3792057,1010.95,81.29,1484470800
Clear,11.57689571380615,0.55,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,85.72,1484474400
Clear,11.57689571380615,0.44,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,86.27,1484478000
Clear,11.57689571380615,0.4,6.5243793,"Lagos,Nigeria",3.3792057,1009.46,88.4,1484481600
Clear,11.57689571380615,0.41,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,90.06,1484485200
Clear,11.57689571380615,0.44,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,90.0,1484488800
Clear,11.57689571380615,0.41,6.5243793,"Lagos,Nigeria",3.3792057,1007.2,91.28,1484492400
Clear,11.57689571380615,0.49,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,89.72,1484496000
Clear,11.57689571380615,0.54,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,84.0,1484499600
Clear,11.57689571380615,0.58,6.5243793,"Lagos,Nigeria",3.3792057,1008.3,82.57,1484503200
Clear,11.57689571380615,0.68,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,81.0,1484506800
Clear,11.57689571380615,0.74,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,79.21,1484510400
Clear,11.57689571380615,0.76,6.5243793,"Lagos,Nigeria",3.3792057,1010.16,77.44,1484514000
Clear,11.57689571380615,0.79,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,77.28,1484517600
Humid,11.57689571380615,0.91,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,82.0,1485039600
Humid and Mostly Cloudy,11.57689571380615,0.9,6.5243793,"Lagos,Nigeria",3.3792057,1009.88,81.87,1485043200
Humid,11.57689571380615,0.91,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,82.0,1485046800
Humid,11.57689571380615,0.94,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,81.07,1485050400
Humid,11.57689571380615,0.94,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,81.07,1485054000
Humid,11.57689571380615,0.94,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,81.07,1485057600
Humid,11.57689571380615,0.94,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,81.07,1485061200
Humid and Mostly Cloudy,11.57689571380615,0.93,6.5243793,"Lagos,Nigeria",3.3792057,1008.37,79.12,1485064800
Humid,11.57689571380615,0.88,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,79.21,1485068400
Humid,11.57689571380615,0.91,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,82.14,1485072000
Humid and Mostly Cloudy,11.57689571380615,0.8,6.5243793,"Lagos,Nigeria",3.3792057,1010.8,86.03,1485075600
Humid,11.57689571380615,0.75,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,88.0,1485079200
Humid,11.57689571380615,0.7,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,89.86,1485082800
Humid and Mostly Cloudy,11.57689571380615,0.68,6.5243793,"Lagos,Nigeria",3.3792057,1009.7,89.66,1485086400
Humid,11.57689571380615,0.7,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,90.0,1485090000
Humid,11.57689571380615,0.7,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,89.86,1485093600
Humid and Mostly Cloudy,11.57689571380615,0.74,6.5243793,"Lagos,Nigeria",3.3792057,1008.1,88.3,1485097200
Humid,11.57689571380615,0.75,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,87.86,1485100800
Humid,11.57689571380615,0.8,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,86.0,1485104400
Humid and Mostly Cloudy,11.57689571380615,0.82,6.5243793,"Lagos,Nigeria",3.3792057,1008.35,84.16,1485108000
Humid,11.57689571380615,0.85,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,84.0,1485111600
Humid,11.57689571380615,0.85,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,84.0,1485115200
Humid and Mostly Cloudy,11.57689571380615,0.9,6.5243793,"Lagos,Nigeria",3.3792057,1011.4,83.06,1485118800
Humid,11.57689571380615,0.91,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,82.14,1485122400
Humid,11.57689571380615,0.85,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,82.0,1485644400
Humid and Mostly Cloudy,11.57689571380615,0.88,6.5243793,"Lagos,Nigeria",3.3792057,1012.23,81.75,1485648000
Humid,11.57689571380615,0.85,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,82.0,1485651600
Humid,11.57689571380615,0.88,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,81.07,1485655200
Humid and Mostly Cloudy,11.57689571380615,0.88,6.5243793,"Lagos,Nigeria",3.3792057,1011.6,81.07,1485658800
Humid,11.57689571380615,0.94,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,79.21,1485662400
Humid,11.57689571380615,0.94,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,79.21,1485666000
Humid and Mostly Cloudy,11.57689571380615,0.89,6.5243793,"Lagos,Nigeria",3.3792057,1012.29,78.74,1485669600
Humid,11.57689571380615,0.94,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,78.87,1485673200
Humid and Foggy,11.57689571380615,0.91,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,81.93,1485676800
Humid and Mostly Cloudy,11.57689571380615,0.84,6.5243793,"Lagos,Nigeria",3.3792057,1013.65,83.7,1485680400
Humid,11.57689571380615,0.7,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,87.62,1485684000
Humid,11.57689571380615,0.66,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,89.63,1485687600
Humid and Mostly Cloudy,11.57689571380615,0.62,6.5243793,"Lagos,Nigeria",3.3792057,1011.88,90.94,1485691200
Humid,11.57689571380615,0.64,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,90.93,1485694800
Humid,11.57689571380615,0.57,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,92.79,1485698400
Humid and Mostly Cloudy,11.57689571380615,0.61,6.5243793,"Lagos,Nigeria",3.3792057,1009.0,90.79,1485702000
Humid,11.57689571380615,0.63,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,89.72,1485705600
Humid,11.57689571380615,0.8,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,85.86,1485709200
Humid and Mostly Cloudy,11.57689571380615,0.77,6.5243793,"Lagos,Nigeria",3.3792057,1009.64,84.83,1485712800
Humid,11.57689571380615,0.8,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,84.0,1485716400
Humid,11.57689571380615,0.85,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,82.0,1485720000
Humid and Mostly Cloudy,11.57689571380615,0.85,6.5243793,"Lagos,Nigeria",3.3792057,1011.7,82.14,1485723600
Humid,11.57689571380615,0.91,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,82.0,1485727200
Humid,11.57689571380615,0.91,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,82.14,1486249200
Humid and Mostly Cloudy,11.57689571380615,0.9,6.5243793,"Lagos,Nigeria",3.3792057,1010.37,81.96,1486252800
Humid,11.57689571380615,0.91,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,82.0,1486256400
Humid,11.57689571380615,0.94,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,81.07,1486260000
Humid and Mostly Cloudy,11.57689571380615,0.93,6.5243793,"Lagos,Nigeria",3.3792057,1009.5,79.21,1486263600
Humid,11.57689571380615,0.93,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,79.21,1486267200
Humid,11.57689571380615,0.94,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,79.14,1486270800
Humid and Mostly Cloudy,11.57689571380615,0.94,6.5243793,"Lagos,Nigeria",3.3792057,1010.04,78.97,1486274400
Humid,11.57689571380615,0.94,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,79.14,1486278000
Humid,11.57689571380615,0.91,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,82.0,1486281600
Humid,11.57689571380615,0.85,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,84.0,1486285200
Humid,11.57689571380615,0.75,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,88.0,1486288800
Humid,11.57689571380615,0.7,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,90.0,1486292400
Humid and Mostly Cloudy,11.57689571380615,0.59,6.5243793,"Lagos,Nigeria",3.3792057,1010.1,92.75,1486296000
Humid,11.57689571380615,0.64,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,92.79,1486299600
Humid,11.57689571380615,0.61,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,92.86,1486303200
Humid and Mostly Cloudy,11.57689571380615,0.6,6.5243793,"Lagos,Nigeria",3.3792057,1007.8,92.91,1486306800
Humid,11.57689571380615,0.68,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,90.93,1486310400
Humid,11.57689571380615,0.75,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,87.86,1486314000
Humid and Mostly Cloudy,11.57689571380615,0.78,6.5243793,"Lagos,Nigeria",3.3792057,1008.67,86.55,1486317600
Humid,11.57689571380615,0.85,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,84.0,1486321200
Humid,11.57689571380615,0.85,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,84.0,1486324800
Humid,11.57689571380615,0.91,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,82.14,1486328400
Humid,11.57689571380615,0.91,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,82.14,1486332000
Humid,11.57689571380615,0.91,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,82.14,1486854000
Humid and Mostly Cloudy,11.57689571380615,0.9,6.5243793,"Lagos,Nigeria",3.3792057,1008.83,82.05,1486857600
Humid,11.57689571380615,0.91,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,82.14,1486861200
Humid,11.57689571380615,0.91,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,82.0,1486864800
Humid and Mostly Cloudy,11.57689571380615,0.93,6.5243793,"Lagos,Nigeria",3.3792057,1007.3,81.21,1486868400
Humid,11.57689571380615,0.93,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,81.21,1486872000
Humid,11.57689571380615,0.94,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,81.07,1486875600
Humid and Mostly Cloudy,11.57689571380615,0.93,6.5243793,"Lagos,Nigeria",3.3792057,1008.24,80.95,1486879200
Humid,11.57689571380615,0.93,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,81.21,1486882800
Humid,11.57689571380615,0.96,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,82.28,1486886400
Humid and Mostly Cloudy,11.57689571380615,0.8,6.5243793,"Lagos,Nigeria",3.3792057,1010.49,85.84,1486890000
Humid,11.57689571380615,0.9,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,82.55,1486893600
Humid,11.57689571380615,0.7,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,88.14,1486897200
Humid and Mostly Cloudy,11.57689571380615,0.64,6.5243793,"Lagos,Nigeria",3.3792057,1008.24,91.04,1486900800
Humid,11.57689571380615,0.75,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,88.14,1486904400
Humid,11.57689571380615,0.7,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,90.0,1486908000
Humid and Mostly Cloudy,11.57689571380615,0.68,6.5243793,"Lagos,Nigeria",3.3792057,1005.83,90.36,1486911600
Humid,11.57689571380615,0.67,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,89.86,1486915200
Humid,11.57689571380615,0.8,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,86.0,1486918800
Humid and Mostly Cloudy,11.57689571380615,0.73,6.5243793,"Lagos,Nigeria",3.3792057,1006.42,86.96,1486922400
Humid,11.57689571380615,0.91,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,82.14,1486926000
Humid,11.57689571380615,0.91,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,82.14,1486929600
Humid and Mostly Cloudy,11.57689571380615,0.9,6.5243793,"Lagos,Nigeria",3.3792057,1005.7,82.32,1486933200
Humid,11.57689571380615,0.91,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,82.14,1486936800
Foggy,11.57689571380615,0.79,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,75.62,1487458800
Foggy,11.57689571380615,0.59,6.5243793,"Lagos,Nigeria",3.3792057,1012.45,80.38,1487462400
Foggy,11.57689571380615,0.79,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,75.48,1487466000
Foggy,11.57689571380615,0.84,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,73.62,1487469600
Foggy,11.57689571380615,0.81,6.5243793,"Lagos,Nigeria",3.3792057,1011.57,73.67,1487473200
Foggy,11.57689571380615,0.77,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,72.34,1487476800
Foggy,11.57689571380615,0.79,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,75.0,1487480400
Foggy,11.57689571380615,0.73,6.5243793,"Lagos,Nigeria",3.3792057,1013.04,72.52,1487484000
Foggy,11.57689571380615,0.79,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,75.0,1487487600
Foggy,11.57689571380615,0.64,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,77.0,1487491200
Foggy,11.57689571380615,0.37,6.5243793,"Lagos,Nigeria",3.3792057,1014.27,81.25,1487494800
Foggy,11.57689571380615,0.49,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,84.0,1487498400
Foggy,11.57689571380615,0.33,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,88.0,1487502000
Foggy,11.57689571380615,0.23,6.5243793,"Lagos,Nigeria",3.3792057,1012.98,91.0,1487505600
Foggy,11.57689571380615,0.27,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,93.0,1487509200
Foggy,11.57689571380615,0.23,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,93.0,1487512800
Foggy,11.57689571380615,0.21,6.5243793,"Lagos,Nigeria",3.3792057,1009.27,95.23,1487516400
Foggy,11.57689571380615,0.32,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,93.0,1487520000
Foggy,11.57689571380615,0.52,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,88.0,1487523600
Foggy,11.57689571380615,0.4,6.5243793,"Lagos,Nigeria",3.3792057,1009.48,88.43,1487527200
Clear,11.57689571380615,0.67,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,84.0,1487530800
Humid,11.57689571380615,0.7,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,84.0,1487534400
Foggy,11.57689571380615,0.54,6.5243793,"Lagos,Nigeria",3.3792057,1011.85,83.14,1487538000
Humid,11.57689571380615,0.8,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,84.0,1487541600
Humid,11.57689571380615,0.85,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,84.0,1488063600
Humid and Mostly Cloudy,11.57689571380615,0.83,6.5243793,"Lagos,Nigeria",3.3792057,1009.62,84.02,1488067200
Breezy and Humid,11.57689571380615,0.85,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,84.0,1488070800
Humid,11.57689571380615,0.85,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,84.0,1488074400
Humid,11.57689571380615,0.85,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,84.0,1488078000
Humid,11.57689571380615,0.85,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,84.0,1488081600
Humid,11.57689571380615,0.85,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,84.0,1488085200
Humid and Mostly Cloudy,11.57689571380615,0.89,6.5243793,"Lagos,Nigeria",3.3792057,1009.55,81.19,1488088800
Humid,11.57689571380615,0.91,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,82.0,1488092400
Humid,11.57689571380615,0.85,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,84.0,1488096000
Humid,11.57689571380615,0.75,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,84.0,1488099600
Humid,11.57689571380615,0.61,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,88.0,1488103200
Humid,11.57689571380615,0.75,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,86.0,1488106800
Humid and Mostly Cloudy,11.57689571380615,0.64,6.5243793,"Lagos,Nigeria",3.3792057,1009.25,89.96,1488110400
Humid,11.57689571380615,0.66,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,88.0,1488114000
Humid,11.57689571380615,0.66,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,88.0,1488117600
Humid,11.57689571380615,0.7,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,86.0,1488121200
Humid,11.57689571380615,0.75,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,84.0,1488124800
Humid,11.57689571380615,0.75,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,84.0,1488128400
Humid and Mostly Cloudy,11.57689571380615,0.68,6.5243793,"Lagos,Nigeria",3.3792057,1007.2,86.05,1488132000
Humid,11.57689571380615,0.77,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,81.0,1488135600
Humid,11.57689571380615,0.82,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,81.0,1488139200
Humid,11.57689571380615,0.82,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,81.0,1488142800
Humid,11.57689571380615,0.82,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,81.0,1488146400
Humid,11.57689571380615,0.85,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,82.0,1488668400
Humid and Mostly Cloudy,11.57689571380615,0.84,6.5243793,"Lagos,Nigeria",3.3792057,1007.41,80.63,1488672000
Humid,11.57689571380615,0.91,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,82.0,1488675600
Humid,11.57689571380615,0.91,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,82.0,1488679200
Humid,11.57689571380615,0.91,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,82.0,1488682800
Humid,11.57689571380615,0.91,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,82.0,1488686400
Humid,11.57689571380615,0.91,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,82.0,1488690000
Humid and Mostly Cloudy,11.57689571380615,0.89,6.5243793,"Lagos,Nigeria",3.3792057,1007.6,78.96,1488693600
Humid,11.57689571380615,0.85,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,84.0,1488697200
Humid,11.57689571380615,0.8,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,86.0,1488700800
Humid,11.57689571380615,0.8,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,88.0,1488704400
Humid,11.57689571380615,0.75,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,90.0,1488708000
Humid,11.57689571380615,0.73,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,91.0,1488711600
Humid and Mostly Cloudy,11.57689571380615,0.61,6.5243793,"Lagos,Nigeria",3.3792057,1008.34,92.67,1488715200
Humid,11.57689571380615,0.73,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,91.0,1488718800
Humid,11.57689571380615,0.68,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,91.0,1488722400
Breezy and Humid,11.57689571380615,0.73,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,91.0,1488726000
Breezy and Humid,11.57689571380615,0.75,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,90.0,1488729600
Humid,11.57689571380615,0.8,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,88.0,1488733200
Humid and Mostly Cloudy,11.57689571380615,0.7,6.5243793,"Lagos,Nigeria",3.3792057,1005.9,86.45,1488736800
Humid,11.57689571380615,0.8,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,86.0,1488740400
Humid,11.57689571380615,0.85,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,86.0,1488744000
Humid,11.57689571380615,0.8,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,86.0,1488747600
Humid,11.57689571380615,0.85,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,84.0,1488751200
Humid,11.57689571380615,0.8,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,84.0,1489273200
Humid and Mostly Cloudy,11.57689571380615,0.78,6.5243793,"Lagos,Nigeria",3.3792057,1008.05,82.58,1489276800
Humid,11.57689571380615,0.8,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,84.0,1489280400
Humid,11.57689571380615,0.79,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,82.0,1489284000
Humid and Mostly Cloudy,11.57689571380615,0.83,6.5243793,"Lagos,Nigeria",3.3792057,1007.48,80.94,1489287600
Humid,11.57689571380615,0.85,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,82.0,1489291200
Humid,11.57689571380615,0.85,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,82.0,1489294800
Humid and Mostly Cloudy,11.57689571380615,0.87,6.5243793,"Lagos,Nigeria",3.3792057,1008.13,79.63,1489298400
Humid,11.57689571380615,0.88,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,81.0,1489302000
Humid,11.57689571380615,0.8,6.5243793,"Lagos,Nigeria",3.3792057,1000.0,84.0,1489305600
Humid and Mostly Cloudy,11.57689571380615,0.73,6.5243793,"Lagos,Nigeria",3.3792057,1010.29,86.33,1489309200
